1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	255	0x00
1	0	0x20
0	1	0x85
0	2	0x0D
0	3	0x7A
0	4	0x84
0	5	0x85
0	6	0x0D
0	7	0x42
0	8	0x84
0	9	0x85
0	10	0x0D
0	11	0x42
0	12	0x84
0	13	0x85
0	14	0x0D
0	15	0x42
0	16	0x84
0	17	0x00
0	18	0xA5
0	19	0x52
0	20	0x3E
0	21	0xA4
0	22	0x52
0	23	0xBE
0	24	0xA7
0	25	0x52
0	26	0xBE
0	27	0xA4
0	28	0x52
0	29	0xBE
0	30	0xA2
0	31	0x52
0	32	0xBE
0	33	0xA4
0	34	0x52
0	35	0xBE
0	36	0xA6
0	37	0x52
0	38	0xBE
0	39	0xA4
0	40	0x52
0	41	0xBE
0	42	0xA5
0	43	0x52
0	44	0xBE
0	45	0xA6
0	46	0x52
0	47	0xBE
0	48	0xA6
0	49	0x52
0	50	0xBE
0	51	0xA7
0	52	0x52
0	53	0xBE
0	54	0xA4
0	55	0x52
0	56	0xBE
0	57	0xA4
0	58	0x52
0	59	0xBE
0	60	0xA4
0	61	0x52
0	62	0xBE
0	63	0xA0
0	64	0x52
0	65	0xBE
0	66	0xA5
0	67	0x52
0	68	0xBE
0	69	0xA4
0	70	0x52
0	71	0xBE
0	72	0xA4
0	73	0x52
0	74	0xBE
0	75	0xA2
0	76	0x52
0	77	0xBE
0	78	0xA4
0	79	0x52
0	80	0xBE
0	81	0xA4
0	82	0x52
0	83	0xBE
0	84	0xA4
0	85	0x52
0	86	0xBE
0	87	0xAA
0	88	0x52
0	89	0xBE
0	90	0xF8
0	91	0x91
0	92	0xF8
0	93	0x91
0	94	0xF8
0	95	0x91
0	96	0xF8
0	97	0x91
0	98	0xF8
0	99	0x91
0	100	0xF8
0	101	0x91
0	102	0xF8
0	103	0x91
0	104	0xF8
0	105	0x91
0	106	0xF8
0	107	0x91
0	108	0xF8
0	109	0x91
0	110	0xF8
0	111	0x91
0	112	0xF8
0	113	0x91
0	114	0xF8
0	115	0x91
0	116	0xF8
0	117	0x91
0	118	0x80
0	119	0x80
0	128	0x1D
0	129	0x42
0	130	0x06
0	131	0x00
0	132	0x84
0	133	0x4F
0	134	0x5A
0	135	0x84
0	136	0x4F
0	137	0x5A
0	138	0x2D
1	255	0x00
1	255	0x00
